Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Type,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 9,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Instructor provides Feedback to students,6: Importance of subject,7: Explains subject matter,8: Show respect for students,9: Overall teaching,10: Overall course
Fall,2013,MATTHEW BASS,SE,17678,PRACTICUM SE II,A,Lect,11,14,79%,19.64,4.36,4.82,4.73,4.27,4.73,4.18,4.82,4.45,4.82
Fall,2013,"ROOT, D. (co-taught)",SE,17678,PRACTICUM SE II,D,Lect,2,2,100%,12.5,5,5,5,4.5,4.5,4.5,5,5,4.5
Fall,2013,JAMES HERBSLEB,SE,17704,INFLN PERSN ONLINE,A2,Lect,6,11,55%,10.17,4.17,3.83,3.83,3.67,4.17,4.17,4.5,4.17,4.17
Fall,2013,"SCHERLIS, W. (co-taught)",SE,17808,SOFTWARE ENGNG RESRC,A,Lect,1,3,33%,8,5,3,4,3,5,5,5,4,4
Fall,2013,"GARLAN, D. (co-taught)",SE,17808,SOFTWARE ENGNG RESRC,A,Lect,1,3,33%,11,5,4,4,5,5,5,5,5,5
Fall,2013,"HERBSLEB, J. (co-taught)",SE,17808,SOFTWARE ENGNG RESRC,A,Lect,1,3,33%,11,5,5,5,5,5,5,5,5,5
Fall,2013,"ALDRICH, J. (co-taught)",SE,17808,SOFTWARE ENGNG RESRC,A,Lect,1,3,33%,11,4,4,4,4,4,4,4,4,4
Fall,2013,"SHAW, M. (co-taught)",SE,17808,SOFTWARE ENGNG RESRC,A,Lect,1,3,33%,11,5,5,5,5,5,5,5,5,5
Fall,2013,"BREAUX, T. (co-taught)",SE,17808,SOFTWARE ENGNG RESRC,A,Lect,1,3,33%,11,5,4,3,3,4,4,5,4,4
Fall,2013,"KASTNER, C. (co-taught)",SE,17808,SOFTWARE ENGNG RESRC,A,Lect,1,3,33%,17,5,4,4,5,4,4,5,4,4
Semester,year,instructor,dept,Course ID,course name,Section,type,Responses,Enrollment,Resp. Rate %,1: hrs per week 5,2: interest in student learning,3: explain course requirements,4: clear learning goals,5: instructor provides feedback to students,6: importance of subject,7: explains subject matter,8: show respect for students,9: overall teaching,10: overall course
,2012,,,,Year of 2012,,,9886,16186,61%,9.89,4.19,4.06,4.11,3.88,4.19,4.09,4.35,4.05,4.04
Summer,2012,ANANDA GUNAWARDENA,CS,15110,PRINCPLS OF COMPUTNG,E,Lect,7,13,54%,13.57,4.43,4.43,4.57,3.86,4.57,4.14,4.29,4.29,4.57
Summer,2012,GREGORY KESDEN,CS,15110,PRINCPLS OF COMPUTNG,S,Lect,4,9,44%,12.5,4.5,4.25,4,4.25,4.75,4.25,4.75,4.5,4.25
Summer,2012,ANANDA GUNAWARDENA,CS,15110,PRINCPLS OF COMPUTNG,U,Lect,3,8,38%,9,4.33,3.33,3.67,3.33,4,3.67,4.33,3.67,3.67
Summer,2012,GREGORY KESDEN,CS,15112,FNDMTLS OF PGMG & CS,E,Lect,28,50,56%,10.56,3.86,3.68,3.82,3.54,3.96,3.68,4,3.61,3.64
Summer,2012,DAVID KOSBIE,CS,15112,FNDMTLS OF PGMG & CS,S,Lect,11,15,73%,14,4.91,4.82,4.91,5,5,5,4.82,5,5
Summer,2012,GREGORY KESDEN,CS,15112,FNDMTLS OF PGMG & CS,U,Lect,2,9,22%,12.5,2.5,2,2,1.5,1.5,2,3,2,2.5
Summer,2012,VICTOR ADAMCHIK,CS,15122,PRIN IMPRTV COMPTATN,E,Lect,8,17,47%,11.38,4.5,4,4.63,4.13,4.88,4.5,4.88,4.38,3.75
Summer,2012,MORGENSTERN,CS,15122,PRIN IMPRTV COMPTATN,S,Lect,12,21,57%,13,4.42,3.92,4,3.92,3.92,3.92,4.42,3.75,3.75
Summer,2012,VICTOR ADAMCHIK,CS,15122,PRIN IMPRTV COMPTATN,U,Lect,12,27,44%,12.5,3.42,3.5,3.58,3.08,3.83,3.58,3.92,3.33,2.83
Summer,2012,IAN VOYSEY,CS,15150,PRIN FNCTIONL PRGMMG,S,Lect,21,25,84%,13.14,4.71,4.33,4.57,4.24,4.57,4.67,4.62,4.57,4.48
Summer,2012,GREGORY KESDEN,CS,15213,INTR CMPUTER SYSTEMS,M,Lect,8,44,18%,12.13,3.63,3.88,4.13,2.75,4.13,3.5,3.14,3.63,3.57
Summer,2012,GREGORY KESDEN,CS,15213,INTR CMPUTER SYSTEMS,W,Lect,2,2,100%,14,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
Summer,2012,THOMAS KEATING,CS,15221,TECHNCL COMMUNCTN CS,S,Lect,6,10,60%,8.5,4.83,4.67,5,4.83,5,4.83,4.83,4.83,5
Summer,2012,GREGORY KESDEN,CS,15513,INTRO COMPUTER SYSTM,M,Lect,19,38,50%,11.33,4.47,4.47,4.53,4.28,4.68,4.42,4.37,4.37,4.58
Summer,2012,"HONG, J. (co-taught)",HCI,5672,HCI PROJECT II,M,Lect,16,51,31%,14,4.06,4,4.19,4.19,4.13,4.06,4.06,4.19,4.13
Summer,2012,"DATE, J. (co-taught)",HCI,5672,HCI PROJECT II,M,Lect,16,51,31%,14,4.38,4.19,4.44,4.38,4.31,4.25,4.13,4.19,4.31
Summer,2012,SUJATA TELANG,ISR,8721,EBUSINESS DISASTERS,M5,Lect,22,24,92%,7.14,4.59,4.73,4.73,4.41,4.59,4.73,4.91,4.64,4.55
Summer,2012,EUN SUN LEE,ISR,8722,DATA STRCR APPL PRGM,N6,Lect,13,22,59%,9.15,4.92,4.77,4.85,4.69,4.85,4.92,4.85,4.85,4.67
Summer,2012,KATHLEEN CARLEY,ISR,8997,COS GRAD READ RSRCH,R,Lect,2,14,14%,8,5,5,5,5,5,5,5,5,5
Summer,2012,MANUEL ROSSO-LLOPART,SE,17602,INTRO PRSNL SFTWR PR,O5,Lect,1,4,25%,11,5,5,5,5,5,5,5,5,5
Summer,2012,JAMES ROZUM,SE,17615,SFTWR PROCS DEFINTN,M,Lect,5,10,50%,5,4.2,3.8,4,4.2,3.8,4.2,4.4,4.2,4
Summer,2012,EDUARDO MIRANDA,SE,17622,EST SFT DEV MNTN PRJ,M,Lect,7,13,54%,12.5,4.86,4.57,4.57,4.57,4.71,4.57,4.57,4.57,4.43
Summer,2012,SHERAE DANIEL,SE,17624,OPEN SOURCE SOFTWRE,M5,Lect,8,9,89%,6.29,4.38,4.5,4.25,4,4.5,4.38,4.63,4.38,4.25
Summer,2012,NANCY MEAD,SE,17627,SFTW SECTY ENGINRG,M6,Lect,6,9,67%,9.5,4.33,4,4,4.33,4,4.5,4.67,4.33,4.17
Summer,2012,MATTHEW BASS,SE,17638,SYS ARCH FOR MANAGRS,O6,Lect,8,20,40%,8.75,3.5,3.38,3.75,3.13,4.25,3.75,4.5,3.5,3.38
Summer,2012,DEBRA GREENHALGH LUBAS,SE,17653,MANAGE SFTWR DVLPMT,O,Lect,10,20,50%,12.5,3.7,3.8,3.8,3.1,4.1,3.3,4.6,3.3,3.5
Summer,2012,MATTHEW BASS,SE,17677,PRACTICUM SOFT ENG I,M,Lect,5,13,38%,6.8,4.6,4.8,4.8,4.6,4.8,4.6,4.8,4.6,4.4
Summer,2012,MATTHEW BASS,SE,17677,PRACTICUM SOFT ENG I,O,Lect,4,13,31%,14,5,5,5,5,5,5,5,5,5
Summer,2012,"ROSSO-LLOPART, M. (co-taught)",SE,17678,PRACTICUM SE II,PP,Lect,1,4,25%,14,4,4,3,3,3,3,5,4,4
Summer,2012,"ROOT, D. (co-taught)",SE,17678,PRACTICUM SE II,PP,Lect,1,4,25%,14,4,4,4,5,4,5,5,5,4
Summer,2012,"VIEIRA, M. (co-taught)",SE,17678,PRACTICUM SE II,PP,Lect,1,4,25%,14,4,4,4,3,4,3,5,4,4
Summer,2012,DAVID ROOT,SE,17679,PRACT SOFTWR ENG III,O,Lect,1,4,25%,14,1,1,1,1,1,1,1,1,1
Spring,2012,"SCHWARTZ, R. (co-taught)",CB,2250,INTRO COMPTNL BIOLGY,1,Lect,2,3,67%,8,4,4,4,4,4,4,4,4,4
Spring,2012,"Murphy, R. (co-taught)",CB,2250,INTRO COMPTNL BIOLGY,1,Lect,2,3,67%,6.5,4.5,4.5,4.5,4.5,4,4,4.5,4.5,4
Spring,2012,Robert Murphy,CB,2252,INTRO CMPTL CELL BLY,14,Lect,5,11,45%,3.8,4.2,4,4.2,4.2,4.6,4.6,4.2,4.2,4
Spring,2012,SE YOUNG KIM,CB,2710,COMPUTATNL GENOMICS,A,Lect,6,10,60%,8.5,3.67,3.33,3,2.67,3.17,3.17,4.5,3.17,3.17
Spring,2012,CHRISTOPHER LANGMEAD,CB,2730,CELL SYSTMS MODELING,A,Lect,13,17,76%,10.5,4.15,4.15,4.23,4.23,4,4.08,4.54,4.23,3.69
Spring,2012,GE YANG,CB,2740,BIOIMAGE INFORMTCS,A,Lect,2,5,40%,8,4.5,4.5,4.5,4,4,4.5,5,4.5,4.5
Spring,2012,"THICKMAN, K. (co-taught)",CB,2760,LAB MTHDS COMP BIO,1,Lect,3,4,75%,8,3.67,2.67,3.33,3.33,3.67,3.33,3.33,3.67,2.67
Spring,2012,"Ayoob, J. (co-taught)",CB,2760,LAB MTHDS COMP BIO,1,Lect,3,4,75%,8,4.5,5,3.5,4.5,4.5,4.5,5,5,4
Spring,2012,DONALD SLATER,CS,15101,EXPLORNG PRGMG ALICE,1,Lect,20,45,44%,5.33,4.2,4.25,4.35,4.35,4.11,4.45,4.65,4.35,4.05
Spring,2012,"CORTINA, T. (co-taught)",CS,15110,PRINCPLS OF COMPUTNG,1,Lect,95,178,53%,8.13,4.57,4.64,4.59,4.06,4.6,4.57,4.57,4.61,4.37
Spring,2012,"VON RONNE, J. (co-taught)",CS,15110,PRINCPLS OF COMPUTNG,1,Lect,95,178,53%,7.82,3.54,3.27,3.38,3.14,3.46,3.17,4.2,2.94,3.89
Spring,2012,"CORTINA, T. (co-taught)",CS,15110,PRINCPLS OF COMPUTNG,2,Lect,79,158,50%,8.46,4.37,4.32,4.24,3.91,4.4,4.39,4.47,4.38,4.24
Spring,2012,"VON RONNE, J. (co-taught)",CS,15110,PRINCPLS OF COMPUTNG,2,Lect,79,158,50%,8.3,3.85,3.48,3.43,3.41,3.67,3.33,4.25,3.04,3.82
Spring,2012,THIERRY SANS,CS,15110,PRINCPLS OF COMPUTNG,W,Lect,26,33,79%,10.61,4.92,4.77,4.85,4.65,4.85,4.77,4.88,4.85,4.77
Spring,2012,DAVID KOSBIE,CS,15112,FNDMTLS OF PGMG & CS,1,Lect,135,214,63%,12.89,4.9,4.76,4.76,4.57,4.81,4.71,4.51,4.79,4.7
Spring,2012,THIERRY SANS,CS,15112,FNDMTLS OF PGMG & CS,W,Lect,2,2,100%,11,5,5,5,5,5,5,5,5,5
Spring,2012,JACOBO CARRASQUEL,CS,15121,INTRO DATA STRUCTURS,1,Lect,11,27,41%,10.18,3.91,4.18,4.36,3.73,4,3.91,4.18,3.73,3.91
Spring,2012,DAVIDE FOSSATI,CS,15121,INTRO DATA STRUCTURS,W,Lect,8,14,57%,12.13,3.38,3.63,3.38,3.5,3.13,3.13,4,3.25,3.25
Spring,2012,"GUNAWARDENA, A. (co-taught)",CS,15122,PRIN IMPRTV COMPTATN,1,Lect,121,223,54%,9.2,2.86,2.95,2.94,2.62,3.05,2.88,3.36,2.63,2.8
Spring,2012,"PLATZER, A. (co-taught)",CS,15122,PRIN IMPRTV COMPTATN,1,Lect,121,223,54%,9.28,3.06,3.08,3.18,2.71,3.38,3.05,3.43,2.75,2.76
Spring,2012,SAQUIB RAZAK,CS,15122,PRIN IMPRTV COMPTATN,3,Lect,13,21,62%,11.75,4.85,4.69,4.38,4.54,4.77,4.69,4.92,4.77,4.31
Spring,2012,SAQUIB RAZAK,CS,15122,PRIN IMPRTV COMPTATN,W,Lect,11,21,52%,11.82,4.82,4.55,4.55,4.27,4.82,4.55,5,4.73,4.36
Spring,2012,"RAZAK, S. (co-taught)",CS,15123,EFFCTV PGMMNG C UNIX,W,Lect,7,14,50%,11.43,4.29,3.71,3.71,4,4,4,4.14,4,3
Spring,2012,"MTIBAA, A. (co-taught)",CS,15123,EFFCTV PGMMNG C UNIX,W,Lect,7,14,50%,11,2.86,2.43,2.71,2.57,2.86,2.29,3.43,2.14,2.43
Spring,2012,"ERDMANN, M. (co-taught)",CS,15150,PRIN FNCTIONL PRGMMG,1,Lect,148,235,63%,10.17,3.25,3.17,3.21,3.12,3.17,3.22,3.33,3.22,3.44
Spring,2012,"LICATA, D. (co-taught)",CS,15150,PRIN FNCTIONL PRGMMG,1,Lect,148,235,63%,10.82,4.72,4.65,4.8,4.3,4.48,4.66,4.78,4.65,4.28
Spring,2012,"TANGWONGSAN, K. (co-taught)",CS,15210,PRL SEQ DATA STR ALG,1,Lect,37,75,49%,11.26,3.91,3.46,3.46,3.31,3.74,3.74,4,3.57,3.17
Spring,2012,"REID-MILLER, M. (co-taught)",CS,15210,PRL SEQ DATA STR ALG,1,Lect,37,75,49%,11.25,3.32,2.89,2.78,2.59,2.89,2.46,3.56,2.41,3
Spring,2012,"CERVESATO, I. (co-taught)",CS,15212,PRINCIPLES PROGRAMMG,2,Lect,7,16,44%,12.29,4.71,4.57,4.71,4.71,4.71,4.86,4.71,4.57,4.86
Spring,2012,"SANS, T. (co-taught)",CS,15212,PRINCIPLES PROGRAMMG,2,Lect,7,16,44%,11.86,4.57,4.57,4.71,4.43,4.57,4.71,4.14,4.43,4.86
Spring,2012,"CERVESATO, I. (co-taught)",CS,15212,PRINCIPLES PROGRAMMG,W,Lect,7,16,44%,12.29,4.43,4.57,4.57,4.43,4.43,4.71,4.57,4.43,4.86
Spring,2012,"SANS, T. (co-taught)",CS,15212,PRINCIPLES PROGRAMMG,W,Lect,7,16,44%,12.29,4.43,4.43,4.43,4.29,5,4.71,4,4.43,4.71
Spring,2012,"MOWRY, T. (co-taught)",CS,15213,INTR CMPUTER SYSTEMS,1,Lect,46,119,39%,11.53,4.18,4.5,4.48,3.72,4.41,4.46,4.59,4.35,4.48
Spring,2012,"ROWE, A. (co-taught)",CS,15213,INTR CMPUTER SYSTEMS,1,Lect,46,119,39%,11.54,4.4,4.6,4.58,3.9,4.6,4.7,4.72,4.65,4.54
Spring,2012,"SCHERLIS, W. (co-taught)",CS,15214,PRIN 0-0 SFTWR CONST,1,Lect,34,85,40%,10.25,3.47,3.18,3.44,3.09,3.65,3.35,4.15,3.24,2.74
Spring,2012,"ALDRICH, J. (co-taught)",CS,15214,PRIN 0-0 SFTWR CONST,1,Lect,34,85,40%,10.32,3.65,3.26,3.39,3.23,3.61,3.45,4.03,3.32,2.77
Spring,2012,THOMAS KEATING,CS,15221,TECHNCL COMMUNCTN CS,1,Lect,40,85,47%,4.7,4.32,4.05,4.17,4.3,3.98,4,4.6,4.23,3.63
Spring,2012,"SLEATOR, D. (co-taught)",CS,15251,GRT THERTCL IDEAS CS,1,Lect,105,188,56%,13.1,3.54,3.09,3.01,2.84,3.42,2.73,3.71,2.68,3.52
Spring,2012,"ODONNELL, R. (co-taught)",CS,15251,GRT THERTCL IDEAS CS,1,Lect,105,188,56%,13.11,4.11,4.06,4.08,3.63,4.25,4.27,4.19,4.26,3.77
Spring,2012,CAROL FRIEZE,CS,15296,ST:UND BRDN IMG CMPT,A4,Lect,7,9,78%,4.57,4.29,4,4,3.43,3.86,4,4,4.14,3.57
Spring,2012,"DIAS, M. (co-taught)",CS,15302,ST: ISTEP TECH DV CM,A3,Lect,3,5,60%,13,4.33,4.33,4.33,4.33,4.67,4,4.67,4.67,4.33
Spring,2012,"COOPER, Y. (co-taught)",CS,15302,ST: ISTEP TECH DV CM,A3,Lect,3,5,60%,13,4.33,4.33,4.33,4.33,4.67,4,4.67,4.67,4
Spring,2012,MARY DIAS,CS,15302,ST: ISTEP TECH DV CM,A4,Lect,4,5,80%,11,4,3.75,3.75,4.25,3.75,3.5,4.25,3.75,3.25
Spring,2012,ROBERT HARPER,CS,15312,FNDTNS PROGRMG LANG,1,Lect,26,43,60%,11,4.35,4.15,4.35,3.23,4.54,4.5,4.46,4.35,4.12
Spring,2012,ILIANO CERVESATO,CS,15317,CONSTRUCTIVE LOGIC,W,Lect,2,7,29%,9.5,4,4,3.5,4,3,4,5,4,3.5
Spring,2012,ROGER DANNENBERG,CS,15323,COMPTR MUSIC SYSTEMS,A,Lect,25,38,66%,6.32,3.84,3.6,3.96,3.56,4.2,4.08,4.28,3.88,3.88
Spring,2012,"SUTNER, K. (co-taught)",CS,15359,PROBABILITY & COMPTG,1,Lect,19,50,38%,10.12,4.11,3.89,4.11,3.89,4.22,4,4.44,3.94,4
Spring,2012,"HARCHOL-BALTER, M. (co-taught)",CS,15359,PROBABILITY & COMPTG,1,Lect,19,50,38%,11.4,4.63,4.38,4.44,4.31,4.63,4.63,4.63,4.63,4.31
Spring,2012,"DIAS, M. (co-taught)",CS,15381,AI RPRSNTN & PRB SLV,W,Lect,1,3,33%,8,5,4,4,2,4,5,5,4,5
Spring,2012,"BROWNING, B. (co-taught)",CS,15381,AI RPRSNTN & PRB SLV,W,Lect,1,3,33%,8,5,4,4,2,4,5,5,4,5
Spring,2012,"OFLAZER, K. (co-taught)",CS,15383,INTRO TEXT PROCESSNG,W4,Lect,4,5,80%,7.25,4.75,4.5,4.25,4,4.5,4.5,5,4.25,4.75
Spring,2012,"MOHIT, B. (co-taught)",CS,15383,INTRO TEXT PROCESSNG,W4,Lect,4,5,80%,7.25,5,4.75,4.5,4.5,4.25,5,5,4.75,4.75
Spring,2012,SRINIVASA NARASIMHAN,CS,15385,COMPUTER VISION,A,Lect,17,25,68%,8,4.06,4.35,4.12,3.71,4.18,4.18,4.41,4.06,4.12
Spring,2012,TAI-SING LEE,CS,15386,NEURAL COMPUTATION,A,Lect,18,28,64%,9,4.44,4.39,4.17,4.17,4.5,4.33,4.61,4.17,4.33
Spring,2012,ROBERT SEACORD,CS,15392,ST:SECURE PROGRAMMNG,A,Lect,10,10,100%,5,4.3,3.9,4.4,4.1,4.5,4.3,4.5,4.3,3.9
Spring,2012,DAVID ECKHARDT,CS,15410,OP SYS DESIGN & IMPL,A,Lect,42,69,61%,13.85,4.29,4.33,4.57,4.1,4.55,4.32,4.36,4.17,4.51
Spring,2012,BRADLEY SCHMERL,CS,15413,SFTWR ENGRG PRACTCUM,A,Lect,5,14,36%,10.4,4.6,4.4,4.4,4.4,4.6,4.4,5,4.6,4.4
Spring,2012,CHRISTOS FALOUTSOS,CS,15415,DATABASE APPLICATNS,1,Lect,15,26,58%,9.07,4.53,4.53,4.6,4.27,4.53,4.53,4.73,4.47,4.4
Spring,2012,KAYVON FATAHALIAN,CS,15418,PRLL COMP ARC & PGMG,A,Lect,30,40,75%,9.86,4.8,4.4,4.5,4.2,4.77,4.8,4.77,4.77,4.6
Spring,2012,JEFFREY EPPINGER,CS,15437,WEB APPLCTN DEVLPMNT,A,Lect,25,36,69%,7.04,4.6,4.76,4.72,4.12,4.56,4.56,4.92,4.64,4.4
Spring,2012,GREGORY KESDEN,CS,15440,DISTRIBUTED SYSTEMS,A,Lect,31,71,44%,10.1,4.03,3.32,3.68,3.26,3.9,3.9,3.52,3.48,3.29
Spring,2012,GREGORY KESDEN,CS,15440,DISTRIBUTED SYSTEMS,W,Lect,2,4,50%,14,4,4,4,4.5,4.5,4.5,4.5,4.5,4
Spring,2012,"MILLER, G. (co-taught)",CS,15451,ALGORITHM DES & ANLS,1,Lect,19,39,49%,10,3.84,3.42,3.63,3,3.63,3.37,4.05,3.21,3.47
Spring,2012,"ADAMCHIK, V. (co-taught)",CS,15451,ALGORITHM DES & ANLS,1,Lect,19,39,49%,9.91,3.57,3.43,3.43,3,3.5,3.29,3.5,3.21,3.57
Spring,2012,"SZUDZIK, M. (co-taught)",CS,15451,ALGORITHM DES & ANLS,2,Lect,7,19,37%,12.2,4.8,4.8,4.8,4.6,5,4.8,4.6,4.4,4.4
Spring,2012,"COOPER, Y. (co-taught)",CS,15451,ALGORITHM DES & ANLS,2,Lect,7,19,37%,11.43,4.71,4.71,4.57,4.43,4.71,4.71,5,4.71,4.86
Spring,2012,"SZUDZIK, M. (co-taught)",CS,15451,ALGORITHM DES & ANLS,W,Lect,8,19,42%,9.8,3.8,4.2,4,4,4.2,4,4,3.8,3.8
Spring,2012,"COOPER, Y. (co-taught)",CS,15451,ALGORITHM DES & ANLS,W,Lect,8,19,42%,10.63,4.75,4.88,4.63,4.75,4.88,4.5,5,4.75,4.88
Spring,2012,LENORE BLUM,CS,15453,FRML LNG ATMT & CMPB,A,Lect,9,20,45%,8,4.56,4.67,4.78,4.44,4.56,4.11,5,4.11,4.22
Spring,2012,NANCY POLLARD,CS,15462,COMPUTER GRAPHICS,A,Lect,25,42,60%,10.64,4.16,4.08,4.28,3.52,4.2,4.32,4.56,4.16,4.08
Spring,2012,"DUESING, J. (co-taught)",CS,15465,ANIMATION ART & TECH,A,Lect,7,14,50%,11.86,4.14,4.43,4.14,4.57,4.14,3.57,4.71,4,4.29
Spring,2012,"HODGINS, J. (co-taught)",CS,15465,ANIMATION ART & TECH,A,Lect,7,14,50%,11.5,4,4.43,4.14,4.57,4.14,3.57,4.71,3.86,4.29
Spring,2012,DAVIDE FOSSATI,CS,15493,DATA MINING,W,Lect,1,4,25%,8,5,4,4,5,5,5,5,5,5
Spring,2012,DAVID TOURETZKY,CS,15494,ST:COGNTVE ROBOTICS,1,Lect,4,7,57%,10.25,3.5,2.75,2.75,2.75,3.75,4,3.5,3.25,3.25
Spring,2012,"GURUSWAMI, V. (co-taught)",CS,15496,ST:CS THRY INFO AGE,A,Lect,2,5,40%,6.5,5,5,5,4,5,5,5,5,5
Spring,2012,"KANNAN, R. (co-taught)",CS,15496,ST:CS THRY INFO AGE,A,Lect,2,5,40%,6.5,5,5,5,4,5,5,5,5,5
Spring,2012,GREGORY KESDEN,CS,15498,ST: FORENSIC CMP SCI,A,Lect,13,27,48%,5,4.62,3.54,4.08,3.38,4.69,4.46,4,4.46,4.31
Spring,2012,KEMAL OFLAZER,CS,15549,IND STUDY COMP SYSTM,W,Lect,1,2,50%,8,4,4,4,4,4,4,4,4,4
Spring,2012,"DIAS, M. (co-taught)",CS,15579,IND STUDY ROBOTICS,W,Lect,1,3,33%,11,5,5,5,5,5,5,5,5,5
Spring,2012,"BROWNING, B. (co-taught)",CS,15579,IND STUDY ROBOTICS,W,Lect,1,3,33%,11,5,5,5,5,5,5,5,5,5
Spring,2012,"SAKR, M. (co-taught)",CS,15579,IND STUDY ROBOTICS,W,Lect,1,3,33%,11,5,5,5,5,5,5,5,5,5
Spring,2012,MAHADEV SATYANARAYANAN,CS,15610,ENGNRING DISTRBT SYS,A,Lect,10,10,100%,12.2,5,5,5,4.2,4.9,5,4.9,5,5
Spring,2012,JEFFREY EPPINGER,CS,15637,WEB APPLCTN DEVLPMNT,A,Lect,42,50,84%,8.79,4.74,4.76,4.83,4.62,4.76,4.79,4.83,4.83,4.76
Spring,2012,SRINIVASA NARASIMHAN,CS,15685,COMPUTER VISION,A,Lect,9,10,90%,10.67,4.78,4.89,4.67,4.5,4.75,4.75,4.88,5,4.75
Spring,2012,TAI-SING LEE,CS,15686,NEURAL COMPUTATION,A,Lect,4,7,57%,9.5,4.25,4.33,4.25,4.5,4.25,4.25,5,4,4.25
Spring,2012,DAVID TOURETZKY,CS,15694,ST:COGNTVE ROBOTICS,1,Lect,2,7,29%,11,5,5,5,5,4.5,5,4.5,5,5
Spring,2012,HUI ZHANG,CS,15712,ADV OP SYS & DST SYS,A,Lect,7,10,70%,10.57,4.57,4.29,4.57,4.57,4.43,4.57,4.33,4.71,4.57
Spring,2012,TODD MOWRY,CS,15745,OPTMZ CMPLR MOD ARCH,A,Lect,23,39,59%,8.78,3.95,4.48,4.39,3.65,4.09,4.09,4.52,4.09,3.96
Spring,2012,"GIBSON, G. (co-taught)",CS,15746,ADVANCED STORAGE SYS,A,Lect,29,35,83%,11.52,4.59,4.46,4.62,4.5,4.72,4.59,4.66,4.48,4.64
Spring,2012,"GANGER, G. (co-taught)",CS,15746,ADVANCED STORAGE SYS,A,Lect,29,35,83%,11.35,4.77,4.65,4.77,4.65,4.81,4.77,4.77,4.77,4.69
Spring,2012,"RUDICH, S. (co-taught)",CS,15750,GRADUATE ALGORITHMS,A,Lect,27,43,63%,6.88,4,3.86,3.71,3.71,3.57,3.57,4,3.43,3.71
Spring,2012,"BLUM, M. (co-taught)",CS,15750,GRADUATE ALGORITHMS,A,Lect,27,43,63%,8,4.57,3.48,3.3,3.57,4.26,4.17,4.65,3.74,3.65
Spring,2012,"VELOSO, M. (co-taught)",CS,15780,GRAD ARTIFICL INTELL,A,Lect,25,31,81%,9,4.33,3.83,3.83,4,4,4,4.17,4,4
Spring,2012,"HEBERT, M. (co-taught)",CS,15780,GRAD ARTIFICL INTELL,A,Lect,25,31,81%,10,4.54,4.25,4.38,4.04,4.61,4.54,4.67,4.5,4.33
Spring,2012,"PROCACCIA, A. (co-taught)",CS,15780,GRAD ARTIFICL INTELL,A,Lect,25,31,81%,10.21,4.43,4.3,4.35,4.09,4.17,4.26,4.48,4.22,4.22
Spring,2012,ZIV BAR-JOSEPH,CS,15781,MACHINE LEARNING,A,Lect,2,10,20%,12.5,1.5,2,1.5,1.5,2,1.5,3,1.5,1.5
Spring,2012,STEPHEN BROOKES,CS,15812,PROG LANG SEMANTICS,A,Lect,12,25,48%,9.25,4.09,3.64,3.64,3.91,2.82,3.36,4.45,3.36,3.27
Spring,2012,FRANK PFENNING,CS,15816,ADV TOPICS IN LOGIC,A,Lect,13,19,68%,9.15,4.62,4.69,4.85,3.92,4.69,4.92,4.92,4.92,4.85
Spring,2012,EDMUND CLARKE,CS,15817,GRAD VERFCTN SEMINAR,A,Lect,5,9,56%,4.4,4,4,3.4,3.4,3.6,3.2,4.2,3.4,3.4
Spring,2012,DAVID ANDERSEN,CS,15829,SP TPCS SOFTWARE SYS,I,Lect,4,7,57%,7.25,5,4.25,4.25,4.5,4.75,5,5,5,4.75
Spring,2012,KARL CRARY,CS,15851,COMPUTATN & DEDUCTN,A,Lect,3,5,60%,6,4.67,3,4.67,2.67,5,4.33,4.67,4,4.33
Spring,2012,GUY BLELLOCH,CS,15853,ALGORITHMS REAL WRLD,A,Lect,12,20,60%,8.25,4.17,4,4.36,3.75,4.75,4.5,4.67,4.25,4.42
Spring,2012,AVRIM BLUM,CS,15859,SPC TPCS IN THEORY,B,Lect,6,10,60%,6.5,4.5,4.83,4.67,4.33,5,5,5,5,4.83
Spring,2012,VENKATESAN GURUSWAMI,CS,15859,SPC TPCS IN THEORY,X,Lect,2,2,100%,8,5,5,5,5,5,5,5,5,5
Spring,2012,NANCY POLLARD,CS,15869,SP TPCS IN GRAPHICS,B,Lect,3,6,50%,8,4.33,4.33,4,4.33,4.33,4,5,4,4
Spring,2012,"VELOSO, M. (co-taught)",CS,15895,AI SUSTNABLY HLTH CR,B,Lect,3,3,100%,7,4.67,4,4,4,5,5,4.33,4.67,4.33
Spring,2012,"BRUNSKILL, E. (co-taught)",CS,15895,AI SUSTNABLY HLTH CR,B,Lect,3,3,100%,7,5,4.33,4.33,4.67,5,4.67,5,5,4.33
Spring,2012,RALPH VITUCCIO,ETC,53608,VISUAL STORY,A,Lect,21,27,78%,11.3,4.52,4.24,4.19,4.33,4.62,4.48,4.24,4.29,4.48
Spring,2012,JESSE SCHELL,ETC,53609,GAME DESIGN,A,Lect,30,43,70%,11.44,4.47,4.47,4.5,4.5,4.7,4.67,4.57,4.73,4.67
